# wavelength, Lum[W], Lum_error [W]
3655.5349, 2.602066246e+25, 1.281105421e+24
3655.5959, 2.611213985e+25, 1.281315325e+24
3655.6568, 2.620361877e+25, 1.281525512e+24
3655.7178, 2.629509921e+25, 1.281735983e+24
3655.7788, 2.638658118e+25, 1.281946736e+24
3655.8398, 2.647806467e+25, 1.282157772e+24
3655.9007, 2.656954969e+25, 1.282369091e+24
3655.9617, 2.662847413e+25, 1.282334211e+24
3656.0227, 2.657612764e+25, 1.281457503e+24
3656.0837, 2.652378028e+25, 1.280581343e+24
3656.1446, 2.647143204e+25, 1.279705731e+24
3656.2056, 2.641908293e+25, 1.278830670e+24
3656.2666, 2.636673294e+25, 1.277956160e+24
3656.3276, 2.631438208e+25, 1.277082202e+24
3656.3886, 2.626203035e+25, 1.276208797e+24
3656.4495, 2.620967775e+25, 1.275335948e+24
3656.5105, 2.615732427e+25, 1.274463654e+24
3656.5715, 2.610496992e+25, 1.273591918e+24
3656.6325, 2.605261470e+25, 1.272720740e+24
3656.6935, 2.600025860e+25, 1.271850121e+24
3656.7545, 2.594790163e+25, 1.270980063e+24
3656.8155, 2.586069160e+25, 1.270037473e+24
3656.8764, 2.572546885e+25, 1.268994343e+24
3656.9374, 2.559024384e+25, 1.267951199e+24
3656.9984, 2.545501658e+25, 1.266908041e+24
3657.0594, 2.531978706e+25, 1.265864870e+24
3657.1204, 2.518455528e+25, 1.264821686e+24
3657.1814, 2.504932125e+25, 1.263778487e+24
3657.2424, 2.491408497e+25, 1.262735275e+24
3657.3034, 2.477884643e+25, 1.261692049e+24
3657.3644, 2.464360563e+25, 1.260648810e+24
3657.4254, 2.450836258e+25, 1.259605557e+24
3657.4864, 2.437311727e+25, 1.258562290e+24
3657.5474, 2.423786971e+25, 1.257519010e+24
3657.6084, 2.410261989e+25, 1.256475716e+24
3657.6694, 2.413149721e+25, 1.256247148e+24
3657.7304, 2.426324896e+25, 1.256529801e+24
3657.7914, 2.439500290e+25, 1.256813147e+24
3657.8524, 2.452675904e+25, 1.257097185e+24
3657.9134, 2.465851739e+25, 1.257381917e+24
3657.9744, 2.479027792e+25, 1.257667340e+24
3658.0354, 2.492204066e+25, 1.257953455e+24
3658.0964, 2.505380559e+25, 1.258240261e+24
3658.1575, 2.518557272e+25, 1.258527758e+24
3658.2185, 2.531734205e+25, 1.258815946e+24
3658.2795, 2.544911358e+25, 1.259104823e+24
3658.3405, 2.558088730e+25, 1.259394389e+24
3658.4015, 2.571266322e+25, 1.259684645e+24
3658.4625, 2.584444134e+25, 1.259975590e+24
3658.5235, 2.589014713e+25, 1.261704226e+24
3658.5846, 2.591549536e+25, 1.263772939e+24
3658.6456, 2.594084401e+25, 1.265841799e+24
3658.7066, 2.596619308e+25, 1.267910807e+24
3658.7676, 2.599154258e+25, 1.269979961e+24
3658.8286, 2.601689249e+25, 1.272049262e+24
3658.8897, 2.604224284e+25, 1.274118708e+24
3658.9507, 2.606759360e+25, 1.276188299e+24
3659.0117, 2.609294479e+25, 1.278258035e+24
3659.0727, 2.611829640e+25, 1.280327914e+24
3659.1338, 2.614364843e+25, 1.282397937e+24
3659.1948, 2.616900089e+25, 1.284468103e+24
3659.2558, 2.619435377e+25, 1.286538411e+24
3659.3169, 2.621934268e+25, 1.288596716e+24
3659.3779, 2.610643986e+25, 1.286059066e+24
3659.4389, 2.599353516e+25, 1.283521381e+24
3659.5000, 2.588062858e+25, 1.280983660e+24
3659.5610, 2.576772011e+25, 1.278445904e+24
3659.6220, 2.565480976e+25, 1.275908112e+24
3659.6831, 2.554189753e+25, 1.273370286e+24
3659.7441, 2.542898341e+25, 1.270832424e+24
3659.8051, 2.531606742e+25, 1.268294527e+24
3659.8662, 2.520314953e+25, 1.265756595e+24
3659.9272, 2.509022977e+25, 1.263218627e+24
3659.9883, 2.497730812e+25, 1.260680625e+24
3660.0493, 2.486438459e+25, 1.258142587e+24
3660.1103, 2.475145918e+25, 1.255604515e+24
3660.1714, 2.465408700e+25, 1.253555746e+24
3660.2324, 2.462033947e+25, 1.253509913e+24
3660.2935, 2.458659138e+25, 1.253466398e+24
3660.3545, 2.455284273e+25, 1.253425202e+24
3660.4156, 2.451909352e+25, 1.253386326e+24
3660.4766, 2.448534374e+25, 1.253349770e+24
3660.5377, 2.445159340e+25, 1.253315534e+24
3660.5987, 2.441784249e+25, 1.253283619e+24
3660.6598, 2.438409103e+25, 1.253254024e+24
3660.7208, 2.435033900e+25, 1.253226751e+24
3660.7819, 2.431658641e+25, 1.253201799e+24
3660.8429, 2.428283325e+25, 1.253179169e+24
3660.9040, 2.424907953e+25, 1.253158861e+24
3660.9651, 2.421532525e+25, 1.253140874e+24
3661.0261, 2.423020295e+25, 1.252972256e+24
3661.0872, 2.432109408e+25, 1.252565351e+24
3661.1482, 2.441198672e+25, 1.252158550e+24
3661.2093, 2.450288088e+25, 1.251751853e+24
3661.2704, 2.459377656e+25, 1.251345260e+24
3661.3314, 2.468467375e+25, 1.250938772e+24
3661.3925, 2.477557246e+25, 1.250532388e+24
3661.4536, 2.486647268e+25, 1.250126108e+24
3661.5146, 2.495737442e+25, 1.249719933e+24
3661.5757, 2.504827767e+25, 1.249313863e+24
3661.6368, 2.513918245e+25, 1.248907898e+24
3661.6978, 2.523008873e+25, 1.248502038e+24
3661.7589, 2.532099654e+25, 1.248096283e+24
3661.8200, 2.541190586e+25, 1.247690633e+24
3661.8811, 2.541805932e+25, 1.247309696e+24
3661.9421, 2.536378490e+25, 1.246948613e+24
3662.0032, 2.530950958e+25, 1.246590419e+24
3662.0643, 2.525523336e+25, 1.246235118e+24
3662.1254, 2.520095623e+25, 1.245882712e+24
3662.1864, 2.514667819e+25, 1.245533203e+24
3662.2475, 2.509239925e+25, 1.245186595e+24
3662.3086, 2.503811940e+25, 1.244842890e+24
3662.3697, 2.498383865e+25, 1.244502090e+24
3662.4308, 2.492955699e+25, 1.244164199e+24
3662.4918, 2.487527443e+25, 1.243829218e+24
3662.5529, 2.482099096e+25, 1.243497149e+24
3662.6140, 2.476670658e+25, 1.243167997e+24
3662.6751, 2.471242131e+25, 1.242841762e+24
3662.7362, 2.456791085e+25, 1.240730007e+24
3662.7973, 2.439779429e+25, 1.238112202e+24
3662.8584, 2.422767488e+25, 1.235495691e+24
3662.9195, 2.405755264e+25, 1.232880484e+24
3662.9805, 2.388742756e+25, 1.230266588e+24
3663.0416, 2.371729965e+25, 1.227654013e+24
3663.1027, 2.354716889e+25, 1.225042768e+24
3663.1638, 2.337703530e+25, 1.222432860e+24
3663.2249, 2.320689887e+25, 1.219824299e+24
3663.2860, 2.303675960e+25, 1.217217095e+24
3663.3471, 2.286661750e+25, 1.214611255e+24
3663.4082, 2.269647256e+25, 1.212006790e+24
3663.4693, 2.252632478e+25, 1.209403709e+24
3663.5304, 2.235617416e+25, 1.206802020e+24
3663.5915, 2.233814127e+25, 1.205975648e+24
3663.6526, 2.232442863e+25, 1.205200241e+24
3663.7137, 2.231071577e+25, 1.204425404e+24
3663.7748, 2.229700268e+25, 1.203651140e+24
3663.8359, 2.228328935e+25, 1.202877449e+24
3663.8970, 2.226957580e+25, 1.202104332e+24
3663.9581, 2.225586202e+25, 1.201331791e+24
3664.0193, 2.224214801e+25, 1.200559827e+24
3664.0804, 2.222843378e+25, 1.199788441e+24
3664.1415, 2.221471931e+25, 1.199017634e+24
3664.2026, 2.220100462e+25, 1.198247407e+24
3664.2637, 2.218728969e+25, 1.197477762e+24
3664.3248, 2.217357454e+25, 1.196708699e+24
3664.3859, 2.218474733e+25, 1.196176576e+24
3664.4470, 2.231974789e+25, 1.196821313e+24
3664.5082, 2.245475071e+25, 1.197467194e+24
3664.5693, 2.258975578e+25, 1.198114218e+24
3664.6304, 2.272476310e+25, 1.198762384e+24
3664.6915, 2.285977267e+25, 1.199411689e+24
3664.7526, 2.299478449e+25, 1.200062131e+24
3664.8138, 2.312979856e+25, 1.200713710e+24
3664.8749, 2.326481489e+25, 1.201366423e+24
3664.9360, 2.339983347e+25, 1.202020268e+24
3664.9971, 2.353485429e+25, 1.202675244e+24
3665.0583, 2.366987738e+25, 1.203331349e+24
3665.1194, 2.380490271e+25, 1.203988580e+24
3665.1805, 2.393993029e+25, 1.204646937e+24
3665.2416, 2.404231103e+25, 1.204861124e+24
3665.3028, 2.408680053e+25, 1.204286658e+24
3665.3639, 2.413129076e+25, 1.203713034e+24
3665.4250, 2.417578174e+25, 1.203140254e+24
3665.4862, 2.422027347e+25, 1.202568317e+24
3665.5473, 2.426476593e+25, 1.201997226e+24
3665.6084, 2.430925913e+25, 1.201426981e+24
3665.6696, 2.435375308e+25, 1.200857584e+24
3665.7307, 2.439824777e+25, 1.200289037e+24
3665.7919, 2.444274320e+25, 1.199721340e+24
3665.8530, 2.448723938e+25, 1.199154495e+24
3665.9141, 2.453173629e+25, 1.198588503e+24
3665.9753, 2.457623395e+25, 1.198023365e+24
3666.0364, 2.462073235e+25, 1.197459083e+24
3666.0976, 2.461171701e+25, 1.197052829e+24
3666.1587, 2.455985979e+25, 1.196772965e+24
3666.2198, 2.450800170e+25, 1.196493584e+24
3666.2810, 2.445614274e+25, 1.196214685e+24
3666.3421, 2.440428292e+25, 1.195936271e+24
3666.4033, 2.435242224e+25, 1.195658340e+24
3666.4644, 2.430056069e+25, 1.195380893e+24
3666.5256, 2.424869828e+25, 1.195103931e+24
3666.5867, 2.419683500e+25, 1.194827453e+24
3666.6479, 2.414497085e+25, 1.194551461e+24
3666.7090, 2.409310584e+25, 1.194275954e+24
3666.7702, 2.404123997e+25, 1.194000934e+24
3666.8314, 2.398937323e+25, 1.193726400e+24
3666.8925, 2.393750563e+25, 1.193452352e+24
3666.9537, 2.410406987e+25, 1.194830507e+24
3667.0148, 2.434405460e+25, 1.196765669e+24
3667.0760, 2.458404332e+25, 1.198702870e+24
3667.1372, 2.482403605e+25, 1.200642100e+24
3667.1983, 2.506403279e+25, 1.202583349e+24
3667.2595, 2.530403352e+25, 1.204526609e+24
3667.3206, 2.554403826e+25, 1.206471869e+24
3667.3818, 2.578404701e+25, 1.208419120e+24
3667.4430, 2.602405975e+25, 1.210368353e+24
3667.5041, 2.626407650e+25, 1.212319559e+24
3667.5653, 2.650409725e+25, 1.214272728e+24
3667.6265, 2.674412200e+25, 1.216227851e+24
3667.6876, 2.698415076e+25, 1.218184919e+24
3667.7488, 2.722418352e+25, 1.220143923e+24
3667.8100, 2.714115607e+25, 1.218908316e+24
3667.8712, 2.703861550e+25, 1.217479814e+24
3667.9323, 2.693607321e+25, 1.216051421e+24
3667.9935, 2.683352921e+25, 1.214623136e+24
3668.0547, 2.673098351e+25, 1.213194962e+24
3668.1159, 2.662843609e+25, 1.211766897e+24
3668.1770, 2.652588697e+25, 1.210338943e+24
3668.2382, 2.642333613e+25, 1.208911101e+24
3668.2994, 2.632078358e+25, 1.207483369e+24
3668.3606, 2.621822933e+25, 1.206055750e+24
3668.4218, 2.611567336e+25, 1.204628244e+24
3668.4829, 2.601311568e+25, 1.203200850e+24
3668.5441, 2.591055629e+25, 1.201773571e+24
3668.6053, 2.580859682e+25, 1.200465540e+24
3668.6665, 2.571040773e+25, 1.199907932e+24
3668.7277, 2.561221701e+25, 1.199356351e+24
3668.7889, 2.551402464e+25, 1.198810805e+24
3668.8501, 2.541583065e+25, 1.198271302e+24
3668.9113, 2.531763501e+25, 1.197737851e+24
3668.9724, 2.521943773e+25, 1.197210460e+24
3669.0336, 2.512123882e+25, 1.196689139e+24
3669.0948, 2.502303827e+25, 1.196173894e+24
3669.1560, 2.492483608e+25, 1.195664734e+24
3669.2172, 2.482663226e+25, 1.195161668e+24
3669.2784, 2.472842679e+25, 1.194664703e+24
3669.3396, 2.463021969e+25, 1.194173847e+24
3669.4008, 2.453201095e+25, 1.193689109e+24
3669.4620, 2.448601580e+25, 1.193188241e+24
3669.5232, 2.454586895e+25, 1.192647033e+24
3669.5844, 2.460572309e+25, 1.192109921e+24
3669.6456, 2.466557824e+25, 1.191576911e+24
3669.7068, 2.472543438e+25, 1.191048007e+24
3669.7680, 2.478529152e+25, 1.190523216e+24
3669.8292, 2.484514966e+25, 1.190002544e+24
3669.8904, 2.490500880e+25, 1.189485995e+24
3669.9516, 2.496486894e+25, 1.188973576e+24
3670.0129, 2.502473007e+25, 1.188465292e+24
3670.0741, 2.508459220e+25, 1.187961148e+24
3670.1353, 2.514445534e+25, 1.187461151e+24
3670.1965, 2.520431947e+25, 1.186965305e+24
3670.2577, 2.526418459e+25, 1.186473616e+24
3670.3189, 2.528798789e+25, 1.185634951e+24
3670.3801, 2.527912063e+25, 1.184479198e+24
3670.4413, 2.527025323e+25, 1.183323486e+24
3670.5026, 2.526138568e+25, 1.182167815e+24
3670.5638, 2.525251798e+25, 1.181012184e+24
3670.6250, 2.524365013e+25, 1.179856595e+24
3670.6862, 2.523478213e+25, 1.178701047e+24
3670.7474, 2.522591399e+25, 1.177545541e+24
3670.8087, 2.521704570e+25, 1.176390076e+24
3670.8699, 2.520817726e+25, 1.175234653e+24
3670.9311, 2.519930868e+25, 1.174079272e+24
3670.9923, 2.519043994e+25, 1.172923934e+24
3671.0536, 2.518157106e+25, 1.171768638e+24
3671.1148, 2.517270203e+25, 1.170613384e+24
3671.1760, 2.507498132e+25, 1.170102254e+24
3671.2372, 2.494252002e+25, 1.169842960e+24
3671.2985, 2.481005651e+25, 1.169583680e+24
3671.3597, 2.467759079e+25, 1.169324413e+24
3671.4209, 2.454512285e+25, 1.169065161e+24
3671.4822, 2.441265272e+25, 1.168805921e+24
3671.5434, 2.428018037e+25, 1.168546696e+24
3671.6046, 2.414770581e+25, 1.168287484e+24
3671.6659, 2.401522904e+25, 1.168028285e+24
3671.7271, 2.388275006e+25, 1.167769101e+24
3671.7884, 2.375026887e+25, 1.167509930e+24
3671.8496, 2.361778548e+25, 1.167250773e+24
3671.9108, 2.348529987e+25, 1.166991630e+24
3671.9721, 2.335281205e+25, 1.166732500e+24
3672.0333, 2.364519153e+25, 1.169147624e+24
3672.0946, 2.397802282e+25, 1.171817376e+24
3672.1558, 2.431085967e+25, 1.174487177e+24
3672.2171, 2.464370206e+25, 1.177157027e+24
3672.2783, 2.497655001e+25, 1.179826925e+24
3672.3395, 2.530940351e+25, 1.182496872e+24
3672.4008, 2.564226256e+25, 1.185166868e+24
3672.4620, 2.597512716e+25, 1.187836912e+24
3672.5233, 2.630799731e+25, 1.190507004e+24
3672.5845, 2.664087302e+25, 1.193177145e+24
3672.6458, 2.697375428e+25, 1.195847334e+24
3672.7071, 2.730664109e+25, 1.198517572e+24
3672.7683, 2.763953345e+25, 1.201187858e+24
3672.8296, 2.791097188e+25, 1.203536407e+24
3672.8908, 2.767027025e+25, 1.203207355e+24
3672.9521, 2.742956460e+25, 1.202885179e+24
3673.0133, 2.718885493e+25, 1.202569885e+24
3673.0746, 2.694814125e+25, 1.202261479e+24
3673.1359, 2.670742356e+25, 1.201959966e+24
3673.1971, 2.646670185e+25, 1.201665353e+24
3673.2584, 2.622597613e+25, 1.201377643e+24
3673.3196, 2.598524639e+25, 1.201096844e+24
3673.3809, 2.574451263e+25, 1.200822959e+24
3673.4422, 2.550377487e+25, 1.200555995e+24
3673.5034, 2.526303308e+25, 1.200295955e+24
3673.5647, 2.502228728e+25, 1.200042845e+24
3673.6260, 2.478153747e+25, 1.199796670e+24
3673.6873, 2.457202733e+25, 1.199098922e+24
3673.7485, 2.443502518e+25, 1.197341338e+24
3673.8098, 2.429802075e+25, 1.195586620e+24
3673.8711, 2.416101403e+25, 1.193834781e+24
3673.9323, 2.402400503e+25, 1.192085835e+24
3673.9936, 2.388699374e+25, 1.190339793e+24
3674.0549, 2.374998016e+25, 1.188596670e+24
3674.1162, 2.361296430e+25, 1.186856479e+24
3674.1774, 2.347594616e+25, 1.185119232e+24
3674.2387, 2.333892573e+25, 1.183384943e+24
3674.3000, 2.320190302e+25, 1.181653625e+24
3674.3613, 2.306487801e+25, 1.179925292e+24
3674.4226, 2.292785073e+25, 1.178199957e+24
3674.4839, 2.279082116e+25, 1.176477633e+24
3674.5451, 2.278132486e+25, 1.176255780e+24
3674.6064, 2.290192628e+25, 1.177562257e+24
3674.6677, 2.302252970e+25, 1.178868796e+24
3674.7290, 2.314313514e+25, 1.180175396e+24
3674.7903, 2.326374259e+25, 1.181482059e+24
3674.8516, 2.338435205e+25, 1.182788782e+24
3674.9129, 2.350496352e+25, 1.184095567e+24
3674.9742, 2.362557700e+25, 1.185402414e+24
3675.0354, 2.374619250e+25, 1.186709321e+24
3675.0967, 2.386681000e+25, 1.188016290e+24
3675.1580, 2.398742952e+25, 1.189323319e+24
3675.2193, 2.410805105e+25, 1.190630409e+24
3675.2806, 2.422867459e+25, 1.191937560e+24
3675.3419, 2.434930015e+25, 1.193244772e+24
3675.4032, 2.446310717e+25, 1.193346053e+24
3675.4645, 2.457383517e+25, 1.192902845e+24
3675.5258, 2.468456502e+25, 1.192459942e+24
3675.5871, 2.479529671e+25, 1.192017344e+24
3675.6484, 2.490603025e+25, 1.191575051e+24
3675.7097, 2.501676564e+25, 1.191133063e+24
3675.7710, 2.512750287e+25, 1.190691382e+24
3675.8323, 2.523824195e+25, 1.190250007e+24
3675.8937, 2.534898288e+25, 1.189808939e+24
3675.9550, 2.545972565e+25, 1.189368178e+24
3676.0163, 2.557047027e+25, 1.188927725e+24
3676.0776, 2.568121674e+25, 1.188487580e+24
3676.1389, 2.579196506e+25, 1.188047742e+24
3676.2002, 2.590271522e+25, 1.187608214e+24
3676.2615, 2.585334235e+25, 1.186807828e+24
3676.3228, 2.578266393e+25, 1.185959399e+24
3676.3841, 2.571198432e+25, 1.185110961e+24
3676.4455, 2.564130354e+25, 1.184262513e+24
3676.5068, 2.557062157e+25, 1.183414056e+24
3676.5681, 2.549993843e+25, 1.182565589e+24
3676.6294, 2.542925411e+25, 1.181717113e+24
3676.6907, 2.535856861e+25, 1.180868628e+24
3676.7521, 2.528788193e+25, 1.180020133e+24
3676.8134, 2.521719407e+25, 1.179171629e+24
3676.8747, 2.514650504e+25, 1.178323116e+24
3676.9360, 2.507581482e+25, 1.177474593e+24
3676.9973, 2.500512343e+25, 1.176626061e+24
3677.0587, 2.493778146e+25, 1.175771146e+24
3677.1200, 2.491012629e+25, 1.174842345e+24
3677.1813, 2.488247065e+25, 1.173916561e+24
3677.2427, 2.485481456e+25, 1.172993804e+24
3677.3040, 2.482715800e+25, 1.172074078e+24
3677.3653, 2.479950098e+25, 1.171157393e+24
3677.4267, 2.477184350e+25, 1.170243755e+24
3677.4880, 2.474418556e+25, 1.169333172e+24
3677.5493, 2.471652716e+25, 1.168425650e+24
3677.6107, 2.468886830e+25, 1.167521198e+24
3677.6720, 2.466120897e+25, 1.166619822e+24
3677.7333, 2.463354918e+25, 1.165721530e+24
3677.7947, 2.460588894e+25, 1.164826330e+24
3677.8560, 2.457822823e+25, 1.163934228e+24
3677.9173, 2.455042458e+25, 1.162787651e+24
3677.9787, 2.452223800e+25, 1.160952183e+24
3678.0400, 2.449405096e+25, 1.159118951e+24
3678.1014, 2.446586344e+25, 1.157287965e+24
3678.1627, 2.443767545e+25, 1.155459237e+24
3678.2241, 2.440948699e+25, 1.153632777e+24
3678.2854, 2.438129806e+25, 1.151808597e+24
3678.3468, 2.435310867e+25, 1.149986707e+24
3678.4081, 2.432491880e+25, 1.148167120e+24
3678.4695, 2.429672846e+25, 1.146349845e+24
3678.5308, 2.426853765e+25, 1.144534894e+24
3678.5922, 2.424034637e+25, 1.142722279e+24
3678.6535, 2.421215462e+25, 1.140912011e+24
3678.7149, 2.418396240e+25, 1.139104101e+24
3678.7762, 2.417004514e+25, 1.137791095e+24
3678.8376, 2.417255873e+25, 1.137047519e+24
3678.8989, 2.417507236e+25, 1.136306532e+24
3678.9603, 2.417758603e+25, 1.135568138e+24
3679.0217, 2.418009975e+25, 1.134832344e+24
3679.0830, 2.418261350e+25, 1.134099153e+24
3679.1444, 2.418512730e+25, 1.133368572e+24
3679.2057, 2.418764114e+25, 1.132640606e+24
3679.2671, 2.419015503e+25, 1.131915259e+24
3679.3285, 2.419266895e+25, 1.131192536e+24
3679.3898, 2.419518292e+25, 1.130472444e+24
3679.4512, 2.419769693e+25, 1.129754988e+24
3679.5126, 2.420021098e+25, 1.129040171e+24
3679.5739, 2.420272507e+25, 1.128328000e+24
3679.6353, 2.418973904e+25, 1.127561876e+24
3679.6967, 2.416876543e+25, 1.126767087e+24
3679.7580, 2.414779147e+25, 1.125972362e+24
3679.8194, 2.412681716e+25, 1.125177701e+24
3679.8808, 2.410584250e+25, 1.124383104e+24
3679.9422, 2.408486749e+25, 1.123588571e+24
3680.0035, 2.406389213e+25, 1.122794104e+24
3680.0649, 2.404291642e+25, 1.121999701e+24
3680.1263, 2.402194036e+25, 1.121205363e+24
3680.1877, 2.400096395e+25, 1.120411090e+24
3680.2490, 2.397998719e+25, 1.119616882e+24
3680.3104, 2.395901009e+25, 1.118822740e+24
3680.3718, 2.393803263e+25, 1.118028664e+24
3680.4332, 2.391705482e+25, 1.117234653e+24
3680.4946, 2.386882112e+25, 1.115980635e+24
3680.5560, 2.381589917e+25, 1.114647938e+24
3680.6173, 2.376297634e+25, 1.113315720e+24
3680.6787, 2.371005262e+25, 1.111983982e+24
3680.7401, 2.365712803e+25, 1.110652725e+24
3680.8015, 2.360420255e+25, 1.109321952e+24
3680.8629, 2.355127618e+25, 1.107991663e+24
3680.9243, 2.349834894e+25, 1.106661862e+24
3680.9857, 2.344542081e+25, 1.105332550e+24
3681.0471, 2.339249180e+25, 1.104003729e+24
3681.1085, 2.333956191e+25, 1.102675401e+24
3681.1699, 2.328663113e+25, 1.101347567e+24
3681.2313, 2.323369947e+25, 1.100020229e+24
3681.2927, 2.318569044e+25, 1.098793802e+24
3681.3541, 2.323505409e+25, 1.099553467e+24
3681.4155, 2.328441857e+25, 1.100313146e+24
3681.4769, 2.333378387e+25, 1.101072842e+24
3681.5383, 2.338314999e+25, 1.101832552e+24
3681.5997, 2.343251693e+25, 1.102592277e+24
3681.6611, 2.348188470e+25, 1.103352018e+24
3681.7225, 2.353125329e+25, 1.104111774e+24
3681.7839, 2.358062271e+25, 1.104871545e+24
3681.8453, 2.362999295e+25, 1.105631331e+24
3681.9067, 2.367936401e+25, 1.106391132e+24
3681.9681, 2.372873590e+25, 1.107150949e+24
3682.0295, 2.377810860e+25, 1.107910781e+24
3682.0909, 2.382748214e+25, 1.108670628e+24
3682.1523, 2.391019474e+25, 1.109461397e+24
3682.2137, 2.409773482e+25, 1.110350578e+24
3682.2751, 2.428527802e+25, 1.111241722e+24
3682.3366, 2.447282434e+25, 1.112134826e+24
3682.3980, 2.466037380e+25, 1.113029885e+24
3682.4594, 2.484792638e+25, 1.113926895e+24
3682.5208, 2.503548210e+25, 1.114825851e+24
3682.5822, 2.522304094e+25, 1.115726748e+24
3682.6436, 2.541060290e+25, 1.116629582e+24
3682.7051, 2.559816800e+25, 1.117534349e+24
3682.7665, 2.578573623e+25, 1.118441043e+24
