# wavelength, Lum[W], Lum_error [W]
3653.4017, 2.556364141e+25, 1.000755868e+24
3653.4626, 2.556520262e+25, 1.000903324e+24
3653.5235, 2.545994338e+25, 9.994291037e+23
3653.5845, 2.535468239e+25, 9.979549917e+23
3653.6454, 2.524941965e+25, 9.964809893e+23
3653.7063, 2.514415515e+25, 9.950070968e+23
3653.7673, 2.503888889e+25, 9.935333151e+23
3653.8282, 2.493362088e+25, 9.920596446e+23
3653.8891, 2.482835111e+25, 9.905860859e+23
3653.9501, 2.472307958e+25, 9.891126398e+23
3654.0110, 2.461780630e+25, 9.876393068e+23
3654.0720, 2.451253127e+25, 9.861660875e+23
3654.1329, 2.440725447e+25, 9.846929827e+23
3654.1939, 2.430197593e+25, 9.832199928e+23
3654.2548, 2.419669562e+25, 9.817471185e+23
3654.3158, 2.417469698e+25, 9.820683650e+23
3654.3767, 2.416883855e+25, 9.827389162e+23
3654.4376, 2.416298002e+25, 9.834112215e+23
3654.4986, 2.415712139e+25, 9.840852772e+23
3654.5596, 2.415126266e+25, 9.847610800e+23
3654.6205, 2.414540384e+25, 9.854386263e+23
3654.6815, 2.413954491e+25, 9.861179127e+23
3654.7424, 2.413368589e+25, 9.867989357e+23
3654.8034, 2.412782678e+25, 9.874816917e+23
3654.8643, 2.412196756e+25, 9.881661774e+23
3654.9253, 2.411610825e+25, 9.888523893e+23
3654.9862, 2.411024884e+25, 9.895403238e+23
3655.0472, 2.410438933e+25, 9.902299774e+23
3655.1082, 2.410085865e+25, 9.909194774e+23
3655.1691, 2.416760796e+25, 9.915536252e+23
3655.2301, 2.423435839e+25, 9.921882177e+23
3655.2910, 2.430110992e+25, 9.928232543e+23
3655.3520, 2.436786257e+25, 9.934587340e+23
3655.4130, 2.443461633e+25, 9.940946562e+23
3655.4739, 2.450137121e+25, 9.947310200e+23
3655.5349, 2.456812720e+25, 9.953678245e+23
3655.5959, 2.463488430e+25, 9.960050690e+23
3655.6568, 2.470164252e+25, 9.966427527e+23
3655.7178, 2.476840185e+25, 9.972808748e+23
3655.7788, 2.483516229e+25, 9.979194345e+23
3655.8398, 2.490192385e+25, 9.985584309e+23
3655.9007, 2.496868652e+25, 9.991978634e+23
3655.9617, 2.502029471e+25, 9.996670906e+23
3656.0227, 2.502011376e+25, 9.995533939e+23
3656.0837, 2.501993280e+25, 9.994397287e+23
3656.1446, 2.501975184e+25, 9.993260950e+23
3656.2056, 2.501957088e+25, 9.992124929e+23
3656.2666, 2.501938991e+25, 9.990989223e+23
3656.3276, 2.501920894e+25, 9.989853833e+23
3656.3886, 2.501902797e+25, 9.988718759e+23
3656.4495, 2.501884699e+25, 9.987584000e+23
3656.5105, 2.501866601e+25, 9.986449558e+23
3656.5715, 2.501848503e+25, 9.985315431e+23
3656.6325, 2.501830405e+25, 9.984181621e+23
3656.6935, 2.501812306e+25, 9.983048128e+23
3656.7545, 2.501794207e+25, 9.981914950e+23
3656.8155, 2.501384355e+25, 9.978175971e+23
3656.8764, 2.500434832e+25, 9.970852833e+23
3656.9374, 2.499485292e+25, 9.963537911e+23
3656.9984, 2.498535736e+25, 9.956231224e+23
3657.0594, 2.497586165e+25, 9.948932791e+23
3657.1204, 2.496636578e+25, 9.941642631e+23
3657.1814, 2.495686975e+25, 9.934360763e+23
3657.2424, 2.494737356e+25, 9.927087205e+23
3657.3034, 2.493787721e+25, 9.919821978e+23
3657.3644, 2.492838070e+25, 9.912565099e+23
3657.4254, 2.491888404e+25, 9.905316587e+23
3657.4864, 2.490938722e+25, 9.898076463e+23
3657.5474, 2.489989024e+25, 9.890844744e+23
3657.6084, 2.489039310e+25, 9.883621451e+23
3657.6694, 2.490521258e+25, 9.880149328e+23
3657.7304, 2.493527372e+25, 9.879047066e+23
3657.7914, 2.496533536e+25, 9.877972512e+23
3657.8524, 2.499539751e+25, 9.876925677e+23
3657.9134, 2.502546015e+25, 9.875906572e+23
3657.9744, 2.505552329e+25, 9.874915206e+23
3658.0354, 2.508558694e+25, 9.873951590e+23
3658.0964, 2.511565109e+25, 9.873015733e+23
3658.1575, 2.514571574e+25, 9.872107643e+23
3658.2185, 2.517578089e+25, 9.871227331e+23
3658.2795, 2.520584654e+25, 9.870374805e+23
3658.3405, 2.523591270e+25, 9.869550074e+23
3658.4015, 2.526597935e+25, 9.868753145e+23
3658.4625, 2.529604651e+25, 9.867984027e+23
3658.5235, 2.532241076e+25, 9.875489665e+23
3658.5846, 2.534789953e+25, 9.885001409e+23
3658.6456, 2.537338872e+25, 9.894571492e+23
3658.7066, 2.539887833e+25, 9.904199746e+23
3658.7676, 2.542436837e+25, 9.913886008e+23
3658.8286, 2.544985884e+25, 9.923630109e+23
3658.8897, 2.547534973e+25, 9.933431884e+23
3658.9507, 2.550084104e+25, 9.943291164e+23
3659.0117, 2.552633278e+25, 9.953207783e+23
3659.0727, 2.555182495e+25, 9.963181572e+23
3659.1338, 2.557731754e+25, 9.973212363e+23
3659.1948, 2.560281056e+25, 9.983299989e+23
3659.2558, 2.562830400e+25, 9.993444280e+23
3659.3169, 2.565348959e+25, 1.000356289e+24
3659.3779, 2.556202018e+25, 9.982613589e+23
3659.4389, 2.547054925e+25, 9.961665906e+23
3659.5000, 2.537907679e+25, 9.940719851e+23
3659.5610, 2.528760281e+25, 9.919775439e+23
3659.6220, 2.519612730e+25, 9.898832681e+23
3659.6831, 2.510465026e+25, 9.877891591e+23
3659.7441, 2.501317170e+25, 9.856952181e+23
3659.8051, 2.492169162e+25, 9.836014464e+23
3659.8662, 2.483021000e+25, 9.815078454e+23
3659.9272, 2.473872687e+25, 9.794144164e+23
3659.9883, 2.464724220e+25, 9.773211607e+23
3660.0493, 2.455575601e+25, 9.752280797e+23
3660.1103, 2.446426830e+25, 9.731351748e+23
3660.1714, 2.437564754e+25, 9.712729947e+23
3660.2324, 2.429875847e+25, 9.703554521e+23
3660.2935, 2.422186812e+25, 9.694405035e+23
3660.3545, 2.414497649e+25, 9.685281563e+23
3660.4156, 2.406808358e+25, 9.676184181e+23
3660.4766, 2.399118938e+25, 9.667112964e+23
3660.5377, 2.391429390e+25, 9.658067988e+23
3660.5987, 2.383739714e+25, 9.649049328e+23
3660.6598, 2.376049910e+25, 9.640057060e+23
3660.7208, 2.368359977e+25, 9.631091259e+23
3660.7819, 2.360669916e+25, 9.622152001e+23
3660.8429, 2.352979727e+25, 9.613239362e+23
3660.9040, 2.345289409e+25, 9.604353418e+23
3660.9651, 2.337598964e+25, 9.595494245e+23
3661.0261, 2.335502673e+25, 9.589780782e+23
3661.0872, 2.342150271e+25, 9.588950383e+23
3661.1482, 2.348797979e+25, 9.588120108e+23
3661.2093, 2.355445799e+25, 9.587289957e+23
3661.2704, 2.362093729e+25, 9.586459932e+23
3661.3314, 2.368741770e+25, 9.585630031e+23
3661.3925, 2.375389922e+25, 9.584800255e+23
3661.4536, 2.382038185e+25, 9.583970604e+23
3661.5146, 2.388686559e+25, 9.583141077e+23
3661.5757, 2.395335043e+25, 9.582311676e+23
3661.6368, 2.401983639e+25, 9.581482400e+23
3661.6978, 2.408632345e+25, 9.580653248e+23
3661.7589, 2.415281163e+25, 9.579824222e+23
3661.8200, 2.421930091e+25, 9.578995321e+23
3661.8811, 2.428493274e+25, 9.583145181e+23
3661.9421, 2.434995355e+25, 9.590858170e+23
3662.0032, 2.441497544e+25, 9.598588299e+23
3662.0643, 2.447999842e+25, 9.606335529e+23
3662.1254, 2.454502249e+25, 9.614099820e+23
3662.1864, 2.461004764e+25, 9.621881131e+23
3662.2475, 2.467507387e+25, 9.629679422e+23
3662.3086, 2.474010119e+25, 9.637494653e+23
3662.3697, 2.480512959e+25, 9.645326784e+23
3662.4308, 2.487015908e+25, 9.653175776e+23
3662.4918, 2.493518965e+25, 9.661041587e+23
3662.5529, 2.500022130e+25, 9.668924179e+23
3662.6140, 2.506525404e+25, 9.676823512e+23
3662.6751, 2.513028787e+25, 9.684739545e+23
3662.7362, 2.499878974e+25, 9.664262789e+23
3662.7973, 2.481151756e+25, 9.635725589e+23
3662.8584, 2.462424227e+25, 9.607187985e+23
3662.9195, 2.443696385e+25, 9.578649977e+23
3662.9805, 2.424968230e+25, 9.550111565e+23
3663.0416, 2.406239763e+25, 9.521572751e+23
3663.1027, 2.387510984e+25, 9.493033536e+23
3663.1638, 2.368781893e+25, 9.464493919e+23
3663.2249, 2.350052489e+25, 9.435953901e+23
3663.2860, 2.331322773e+25, 9.407413484e+23
3663.3471, 2.312592744e+25, 9.378872668e+23
3663.4082, 2.293862403e+25, 9.350331453e+23
3663.4693, 2.275131750e+25, 9.321789840e+23
3663.5304, 2.256400784e+25, 9.293247831e+23
3663.5915, 2.252658219e+25, 9.282222782e+23
3663.6526, 2.249341304e+25, 9.271699532e+23
3663.7137, 2.246024333e+25, 9.261180636e+23
3663.7748, 2.242707307e+25, 9.250666108e+23
3663.8359, 2.239390226e+25, 9.240155965e+23
3663.8970, 2.236073090e+25, 9.229650222e+23
3663.9581, 2.232755898e+25, 9.219148895e+23
3664.0193, 2.229438651e+25, 9.208652000e+23
3664.0804, 2.226121348e+25, 9.198159553e+23
3664.1415, 2.222803990e+25, 9.187671570e+23
3664.2026, 2.219486577e+25, 9.177188068e+23
3664.2637, 2.216169109e+25, 9.166709062e+23
3664.3248, 2.212851585e+25, 9.156234568e+23
3664.3859, 2.211658421e+25, 9.149600841e+23
3664.4470, 2.221034966e+25, 9.162055723e+23
3664.5082, 2.230411668e+25, 9.174510980e+23
3664.5693, 2.239788526e+25, 9.186966612e+23
3664.6304, 2.249165541e+25, 9.199422618e+23
3664.6915, 2.258542712e+25, 9.211878998e+23
3664.7526, 2.267920039e+25, 9.224335751e+23
3664.8138, 2.277297523e+25, 9.236792876e+23
3664.8749, 2.286675163e+25, 9.249250373e+23
3664.9360, 2.296052959e+25, 9.261708240e+23
3664.9971, 2.305430912e+25, 9.274166478e+23
3665.0583, 2.314809022e+25, 9.286625086e+23
3665.1194, 2.324187287e+25, 9.299084062e+23
3665.1805, 2.333565709e+25, 9.311543407e+23
3665.2416, 2.339022967e+25, 9.315113329e+23
3665.3028, 2.337527082e+25, 9.302924338e+23
3665.3639, 2.336031172e+25, 9.290741388e+23
3665.4250, 2.334535237e+25, 9.278564503e+23
3665.4862, 2.333039277e+25, 9.266393708e+23
3665.5473, 2.331543292e+25, 9.254229028e+23
3665.6084, 2.330047282e+25, 9.242070489e+23
3665.6696, 2.328551247e+25, 9.229918116e+23
3665.7307, 2.327055187e+25, 9.217771935e+23
3665.7919, 2.325559102e+25, 9.205631970e+23
3665.8530, 2.324062993e+25, 9.193498249e+23
3665.9141, 2.322566858e+25, 9.181370796e+23
3665.9753, 2.321070698e+25, 9.169249639e+23
3666.0364, 2.319574514e+25, 9.157134802e+23
3666.0976, 2.313953316e+25, 9.148280003e+23
3666.1587, 2.305029710e+25, 9.142035071e+23
3666.2198, 2.296105956e+25, 9.135794891e+23
3666.2810, 2.287182052e+25, 9.129559474e+23
3666.3421, 2.278258000e+25, 9.123328828e+23
3666.4033, 2.269333799e+25, 9.117102966e+23
3666.4644, 2.260409450e+25, 9.110881897e+23
3666.5256, 2.251484951e+25, 9.104665631e+23
3666.5867, 2.242560303e+25, 9.098454179e+23
3666.6479, 2.233635507e+25, 9.092247550e+23
3666.7090, 2.224710562e+25, 9.086045756e+23
3666.7702, 2.215785468e+25, 9.079848806e+23
3666.8314, 2.206860225e+25, 9.073656712e+23
3666.8925, 2.197934833e+25, 9.067469483e+23
3666.9537, 2.211940386e+25, 9.084469866e+23
3667.0148, 2.233653572e+25, 9.109263427e+23
3667.0760, 2.255367121e+25, 9.134057726e+23
3667.1372, 2.277081031e+25, 9.158852762e+23
3667.1983, 2.298795304e+25, 9.183648531e+23
3667.2595, 2.320509939e+25, 9.208445031e+23
3667.3206, 2.342224936e+25, 9.233242259e+23
3667.3818, 2.363940296e+25, 9.258040214e+23
3667.4430, 2.385656017e+25, 9.282838892e+23
3667.5041, 2.407372101e+25, 9.307638291e+23
3667.5653, 2.429088547e+25, 9.332438409e+23
3667.6265, 2.450805355e+25, 9.357239243e+23
3667.6876, 2.472522525e+25, 9.382040790e+23
3667.7488, 2.494240057e+25, 9.406843049e+23
3667.8100, 2.483998729e+25, 9.394709228e+23
3667.8712, 2.471827026e+25, 9.380346937e+23
3667.9323, 2.459655120e+25, 9.365987045e+23
3667.9935, 2.447483010e+25, 9.351629565e+23
3668.0547, 2.435310698e+25, 9.337274509e+23
3668.1159, 2.423138183e+25, 9.322921890e+23
3668.1770, 2.410965464e+25, 9.308571719e+23
3668.2382, 2.398792543e+25, 9.294224010e+23
3668.2994, 2.386619419e+25, 9.279878776e+23
3668.3606, 2.374446091e+25, 9.265536029e+23
3668.4218, 2.362272561e+25, 9.251195781e+23
3668.4829, 2.350098827e+25, 9.236858046e+23
3668.5441, 2.337924891e+25, 9.222522837e+23
3668.6053, 2.327907017e+25, 9.211959036e+23
3668.6665, 2.331408370e+25, 9.225026640e+23
3668.7277, 2.334909781e+25, 9.238094905e+23
3668.7889, 2.338411251e+25, 9.251163830e+23
3668.8501, 2.341912780e+25, 9.264233412e+23
3668.9113, 2.345414366e+25, 9.277303650e+23
3668.9724, 2.348916012e+25, 9.290374542e+23
3669.0336, 2.352417715e+25, 9.303446086e+23
3669.0948, 2.355919477e+25, 9.316518281e+23
3669.1560, 2.359421297e+25, 9.329591124e+23
3669.2172, 2.362923176e+25, 9.342664614e+23
3669.2784, 2.366425113e+25, 9.355738748e+23
3669.3396, 2.369927109e+25, 9.368813527e+23
3669.4008, 2.373429163e+25, 9.381888946e+23
3669.4620, 2.378817928e+25, 9.393882601e+23
3669.5232, 2.388031346e+25, 9.403682427e+23
3669.5844, 2.397244918e+25, 9.413482485e+23
3669.6456, 2.406458643e+25, 9.423282774e+23
3669.7068, 2.415672522e+25, 9.433083295e+23
3669.7680, 2.424886555e+25, 9.442884047e+23
3669.8292, 2.434100742e+25, 9.452685030e+23
3669.8904, 2.443315082e+25, 9.462486244e+23
3669.9516, 2.452529576e+25, 9.472287689e+23
3670.0129, 2.461744223e+25, 9.482089364e+23
3670.0741, 2.470959024e+25, 9.491891270e+23
3670.1353, 2.480173979e+25, 9.501693406e+23
3670.1965, 2.489389088e+25, 9.511495771e+23
3670.2577, 2.498604350e+25, 9.521298366e+23
3670.3189, 2.499526218e+25, 9.521751866e+23
3670.3801, 2.492934602e+25, 9.513735967e+23
3670.4413, 2.486342876e+25, 9.505720661e+23
3670.5026, 2.479751041e+25, 9.497705949e+23
3670.5638, 2.473159095e+25, 9.489691834e+23
3670.6250, 2.466567040e+25, 9.481678316e+23
3670.6862, 2.459974875e+25, 9.473665399e+23
3670.7474, 2.453382599e+25, 9.465653083e+23
3670.8087, 2.446790214e+25, 9.457641371e+23
3670.8699, 2.440197719e+25, 9.449630265e+23
3670.9311, 2.433605114e+25, 9.441619766e+23
3670.9923, 2.427012399e+25, 9.433609877e+23
3671.0536, 2.420419574e+25, 9.425600599e+23
3671.1148, 2.413826638e+25, 9.417591935e+23
3671.1760, 2.405689318e+25, 9.413902031e+23
3671.2372, 2.396948084e+25, 9.411905199e+23
3671.2985, 2.388206705e+25, 9.409913841e+23
3671.3597, 2.379465179e+25, 9.407927961e+23
3671.4209, 2.370723508e+25, 9.405947562e+23
3671.4822, 2.361981692e+25, 9.403972649e+23
3671.5434, 2.353239729e+25, 9.402003225e+23
3671.6046, 2.344497620e+25, 9.400039294e+23
3671.6659, 2.335755366e+25, 9.398080859e+23
3671.7271, 2.327012966e+25, 9.396127924e+23
3671.7884, 2.318270420e+25, 9.394180494e+23
3671.8496, 2.309527729e+25, 9.392238571e+23
3671.9108, 2.300784891e+25, 9.390302160e+23
3671.9721, 2.292041908e+25, 9.388371264e+23
3672.0333, 2.316301216e+25, 9.407494468e+23
3672.0946, 2.343702712e+25, 9.428624985e+23
3672.1558, 2.371104665e+25, 9.449758927e+23
3672.2171, 2.398507075e+25, 9.470896274e+23
3672.2783, 2.425909942e+25, 9.492037006e+23
3672.3395, 2.453313266e+25, 9.513181103e+23
3672.4008, 2.480717047e+25, 9.534328544e+23
3672.4620, 2.508121285e+25, 9.555479311e+23
3672.5233, 2.535525981e+25, 9.576633383e+23
3672.5845, 2.562931133e+25, 9.597790741e+23
3672.6458, 2.590336742e+25, 9.618951366e+23
3672.7071, 2.617742809e+25, 9.640115240e+23
3672.7683, 2.645149332e+25, 9.661282342e+23
3672.8296, 2.667124606e+25, 9.678015356e+23
3672.8908, 2.643837584e+25, 9.657773711e+23
3672.9521, 2.620550175e+25, 9.637531731e+23
3673.0133, 2.597262376e+25, 9.617289415e+23
3673.0746, 2.573974190e+25, 9.597046764e+23
3673.1359, 2.550685615e+25, 9.576803777e+23
3673.1971, 2.527396652e+25, 9.556560455e+23
3673.2584, 2.504107300e+25, 9.536316798e+23
3673.3196, 2.480817560e+25, 9.516072805e+23
3673.3809, 2.457527431e+25, 9.495828477e+23
3673.4422, 2.434236914e+25, 9.475583814e+23
3673.5034, 2.410946008e+25, 9.455338815e+23
3673.5647, 2.387654714e+25, 9.435093481e+23
3673.6260, 2.364363032e+25, 9.414847811e+23
3673.6873, 2.345152137e+25, 9.393387980e+23
3673.7485, 2.335412663e+25, 9.369117314e+23
3673.8098, 2.325673026e+25, 9.344856470e+23
3673.8711, 2.315933227e+25, 9.320605528e+23
3673.9323, 2.306193265e+25, 9.296364569e+23
3673.9936, 2.296453141e+25, 9.272133676e+23
3674.0549, 2.286712854e+25, 9.247912931e+23
3674.1162, 2.276972405e+25, 9.223702417e+23
3674.1774, 2.267231793e+25, 9.199502220e+23
3674.2387, 2.257491019e+25, 9.175312424e+23
3674.3000, 2.247750083e+25, 9.151133116e+23
3674.3613, 2.238008984e+25, 9.126964383e+23
3674.4226, 2.228267723e+25, 9.102806313e+23
3674.4839, 2.218526299e+25, 9.078658994e+23
3674.5451, 2.217117795e+25, 9.071523114e+23
3674.6064, 2.224209768e+25, 9.081740752e+23
3674.6677, 2.231301861e+25, 9.091970075e+23
3674.7290, 2.238394071e+25, 9.102211046e+23
3674.7903, 2.245486400e+25, 9.112463627e+23
3674.8516, 2.252578847e+25, 9.122727779e+23
3674.9129, 2.259671412e+25, 9.133003464e+23
3674.9742, 2.266764096e+25, 9.143290646e+23
3675.0354, 2.273856897e+25, 9.153589285e+23
3675.0967, 2.280949818e+25, 9.163899346e+23
3675.1580, 2.288042856e+25, 9.174220790e+23
3675.2193, 2.295136013e+25, 9.184553580e+23
3675.2806, 2.302229288e+25, 9.194897679e+23
3675.3419, 2.309322681e+25, 9.205253050e+23
3675.4032, 2.312492971e+25, 9.201923609e+23
3675.4645, 2.313891145e+25, 9.192423396e+23
3675.5258, 2.315289343e+25, 9.182939938e+23
3675.5871, 2.316687564e+25, 9.173473289e+23
3675.6484, 2.318085808e+25, 9.164023501e+23
3675.7097, 2.319484075e+25, 9.154590628e+23
3675.7710, 2.320882366e+25, 9.145174724e+23
3675.8323, 2.322280680e+25, 9.135775843e+23
3675.8937, 2.323679018e+25, 9.126394039e+23
3675.9550, 2.325077378e+25, 9.117029365e+23
3676.0163, 2.326475762e+25, 9.107681877e+23
3676.0776, 2.327874170e+25, 9.098351627e+23
3676.1389, 2.329272601e+25, 9.089038671e+23
3676.2002, 2.330671055e+25, 9.079743064e+23
3676.2615, 2.326714571e+25, 9.071542715e+23
3676.3228, 2.322045540e+25, 9.063492149e+23
3676.3841, 2.317376431e+25, 9.055447285e+23
3676.4455, 2.312707244e+25, 9.047408138e+23
3676.5068, 2.308037979e+25, 9.039374724e+23
3676.5681, 2.303368636e+25, 9.031347060e+23
3676.6294, 2.298699216e+25, 9.023325160e+23
3676.6907, 2.294029717e+25, 9.015309042e+23
3676.7521, 2.289360141e+25, 9.007298721e+23
3676.8134, 2.284690487e+25, 8.999294213e+23
3676.8747, 2.280020755e+25, 8.991295535e+23
3676.9360, 2.275350945e+25, 8.983302703e+23
3676.9973, 2.270681057e+25, 8.975315732e+23
3677.0587, 2.266708704e+25, 8.968341582e+23
3677.1200, 2.270999490e+25, 8.973297850e+23
3677.1813, 2.275290348e+25, 8.978255232e+23
3677.2427, 2.279581278e+25, 8.983213726e+23
3677.3040, 2.283872279e+25, 8.988173330e+23
3677.3653, 2.288163352e+25, 8.993134043e+23
3677.4267, 2.292454497e+25, 8.998095862e+23
3677.4880, 2.296745713e+25, 9.003058787e+23
3677.5493, 2.301037000e+25, 9.008022816e+23
3677.6107, 2.305328359e+25, 9.012987946e+23
3677.6720, 2.309619790e+25, 9.017954177e+23
3677.7333, 2.313911292e+25, 9.022921507e+23
3677.7947, 2.318202866e+25, 9.027889934e+23
3677.8560, 2.322494511e+25, 9.032859457e+23
3677.9173, 2.327134324e+25, 9.036077822e+23
3677.9787, 2.332708638e+25, 9.034615466e+23
3678.0400, 2.338283044e+25, 9.033188618e+23
3678.1014, 2.343857544e+25, 9.031797295e+23
3678.1627, 2.349432137e+25, 9.030441516e+23
3678.2241, 2.355006822e+25, 9.029121299e+23
3678.2854, 2.360581601e+25, 9.027836662e+23
3678.3468, 2.366156473e+25, 9.026587620e+23
3678.4081, 2.371731437e+25, 9.025374191e+23
3678.4695, 2.377306495e+25, 9.024196392e+23
3678.5308, 2.382881645e+25, 9.023054236e+23
3678.5922, 2.388456889e+25, 9.021947741e+23
3678.6535, 2.394032225e+25, 9.020876921e+23
3678.7149, 2.399607655e+25, 9.019841790e+23
3678.7762, 2.402501413e+25, 9.021068718e+23
3678.8376, 2.402308495e+25, 9.024871765e+23
3678.8989, 2.402115573e+25, 9.028680324e+23
3678.9603, 2.401922648e+25, 9.032494388e+23
3679.0217, 2.401729720e+25, 9.036313950e+23
3679.0830, 2.401536789e+25, 9.040139003e+23
3679.1444, 2.401343854e+25, 9.043969541e+23
3679.2057, 2.401150916e+25, 9.047805557e+23
3679.2671, 2.400957975e+25, 9.051647045e+23
3679.3285, 2.400765031e+25, 9.055493997e+23
3679.3898, 2.400572084e+25, 9.059346408e+23
3679.4512, 2.400379133e+25, 9.063204271e+23
3679.5126, 2.400186179e+25, 9.067067579e+23
3679.5739, 2.399993222e+25, 9.070936326e+23
3679.6353, 2.398528293e+25, 9.067627843e+23
3679.6967, 2.396407883e+25, 9.060643281e+23
3679.7580, 2.394287438e+25, 9.053687996e+23
3679.8194, 2.392166958e+25, 9.046762059e+23
3679.8808, 2.390046443e+25, 9.039865537e+23
3679.9422, 2.387925892e+25, 9.032998501e+23
3680.0035, 2.385805305e+25, 9.026161020e+23
3680.0649, 2.383684684e+25, 9.019353161e+23
3680.1263, 2.381564027e+25, 9.012574995e+23
3680.1877, 2.379443334e+25, 9.005826590e+23
3680.2490, 2.377322607e+25, 8.999108014e+23
3680.3104, 2.375201843e+25, 8.992419337e+23
3680.3718, 2.373081045e+25, 8.985760627e+23
3680.4332, 2.370960211e+25, 8.979131952e+23
3680.4946, 2.369383028e+25, 8.973396491e+23
3680.5560, 2.367899322e+25, 8.967814046e+23
3680.6173, 2.366415591e+25, 8.962234161e+23
3680.6787, 2.364931835e+25, 8.956656843e+23
3680.7401, 2.363448055e+25, 8.951082095e+23
3680.8015, 2.361964250e+25, 8.945509922e+23
3680.8629, 2.360480420e+25, 8.939940331e+23
3680.9243, 2.358996566e+25, 8.934373326e+23
3680.9857, 2.357512687e+25, 8.928808912e+23
3681.0471, 2.356028783e+25, 8.923247094e+23
3681.1085, 2.354544854e+25, 8.917687878e+23
3681.1699, 2.353060901e+25, 8.912131268e+23
3681.2313, 2.351576922e+25, 8.906577270e+23
3681.2927, 2.350080421e+25, 8.901589675e+23
3681.3541, 2.348336712e+25, 8.907753725e+23
3681.4155, 2.346592973e+25, 8.913918496e+23
3681.4769, 2.344849206e+25, 8.920083989e+23
3681.5383, 2.343105409e+25, 8.926250200e+23
3681.5997, 2.341361584e+25, 8.932417130e+23
3681.6611, 2.339617729e+25, 8.938584777e+23
3681.7225, 2.337873845e+25, 8.944753139e+23
3681.7839, 2.336129932e+25, 8.950922215e+23
3681.8453, 2.334385990e+25, 8.957092005e+23
3681.9067, 2.332642019e+25, 8.963262506e+23
3681.9681, 2.330898019e+25, 8.969433718e+23
3682.0295, 2.329153990e+25, 8.975605639e+23
3682.0909, 2.327409932e+25, 8.981778269e+23
3682.1523, 2.329226797e+25, 8.986245948e+23
3682.2137, 2.342240460e+25, 8.985353175e+23
3682.2751, 2.355254341e+25, 8.984464213e+23
3682.3366, 2.368268439e+25, 8.983579063e+23
3682.3980, 2.381282754e+25, 8.982697727e+23
3682.4594, 2.394297286e+25, 8.981820206e+23
3682.5208, 2.407312035e+25, 8.980946501e+23
3682.5822, 2.420327001e+25, 8.980076615e+23
3682.6436, 2.433342184e+25, 8.979210547e+23
3682.7051, 2.446357584e+25, 8.978348300e+23
3682.7665, 2.459373201e+25, 8.977489874e+23
