#Filename,File Type,Radial Velocity (km/s),Guessed Spectral Type,Guessed [Fe/H],User Spectral Type,User [Fe/H]
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+WD2.txt,csv,-5.262499999845701,G6,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+WD3.txt,csv,-6.099999999821135,G8,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+WD4.txt,csv,-6.099999999821135,G8,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+WD5.txt,csv,-6.08499999982158,G8,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+WD6.txt,csv,-6.072499999821947,G8,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+WD7.txt,csv,-6.064999999822173,G8,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+WD8.txt,csv,-2.5283333332592037,G3,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+WD9.txt,csv,-2.5399999999255374,G3,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K1+WD10.txt,csv,-5.414999999841247,G3,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+F5.txt,csv,-10.678333333020241,F7,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+F6.txt,csv,-5.2849999998450405,F7,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+F7.txt,csv,-21.808333332693923,G3,-2.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+F9.txt,csv,-21.139999999380187,G1,-2.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+G0.txt,csv,-8.139999999761342,G3,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+G1.txt,csv,-4.456666666535994,G4,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+G3.txt,csv,-2.248333333267405,G5,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+G4.txt,csv,-9.423333333057043,G8,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+G5.txt,csv,-4.184999999877291,G6,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+G6.txt,csv,-1.8249999999464863,K1,+0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+G7.txt,csv,-3.719999999890926,G8,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+G8.txt,csv,-4.706666666528675,G9,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+G9.txt,csv,-6.416666666478541,G9,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+WD2.txt,csv,-6.303333333148522,K2,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+WD3.txt,csv,-6.344999999813972,K2,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+WD4.txt,csv,-4.971666666520891,G6,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+WD5.txt,csv,-4.944999999855013,G6,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+WD6.txt,csv,-4.91999999985575,G6,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+WD7.txt,csv,-13.674999999599057,G8,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+WD8.txt,csv,-13.658333332932882,G8,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+WD9.txt,csv,-8.89499999973919,G4,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K2+WD10.txt,csv,-8.849999999740517,G4,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+F5.txt,csv,-2.34249999993132,F7,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+F6.txt,csv,-3.5983333332278313,F7,-1.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+F7.txt,csv,-14.513333332907806,G3,-2.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+F9.txt,csv,-20.824999999389412,G1,-2.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+G0.txt,csv,-7.552499999778575,G3,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+G1.txt,csv,-3.379999999900896,G4,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+G3.txt,csv,-0.9916666666375865,G5,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+G4.txt,csv,-8.139999999761343,G8,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+G5.txt,csv,-3.463333333231796,G6,+0.0,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+G6.txt,csv,-1.0833333333015756,K1,+0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+G7.txt,csv,-3.0749999999098363,G9,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+G8.txt,csv,-3.6983333332248947,G9,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+G9.txt,csv,-5.418333333174473,G9,-0.5,nan,nan
/Users/benjaminroulston/Desktop/SB2_CompositeSpec/K3+WD2.txt,csv,-2.569999999924642,K3,-1.0,nan,nan
